testBody
{"firmware":"4.3","device":"88-84-24-76-AE-FC","lat":18.4329473,"lon":-77.1973997}
{"firmware":"0.6.9","device":"2F-16-1F-7A-CA-5C","lat":-6.9174274,"lon":107.5849499}
{"firmware":"0.75","device":"F9-31-4D-D0-72-2E","lat":10.4662629,"lon":-66.6168821}
{"firmware":"1.2.4","device":"A0-EE-87-55-A8-37","lat":38.119756,"lon":23.8661305}
{"firmware":"9.6.3","device":"CF-AB-F3-68-8B-8D","lat":-7.3055997,"lon":108.0940566}
{"firmware":"4.9.1","device":"C3-1E-80-BE-CB-49","lat":14.5590365,"lon":121.0409808}
{"firmware":"5.93","device":"67-22-61-DB-3F-5B","lat":57.68356,"lon":11.8861644}
{"firmware":"0.71","device":"C0-72-80-9E-B1-C1","lat":13.151121,"lon":123.3047135}
{"firmware":"2.8.7","device":"1A-43-7D-FE-7A-3A","lat":23.4464152,"lon":120.2570421}
{"firmware":"4.9","device":"D0-CA-79-D2-6A-A6","lat":24.347324,"lon":102.527197}
{"firmware":"6.6.6","device":"ED-A9-CC-64-D1-AD","lat":57.6653832,"lon":12.0310091}
{"firmware":"2.78","device":"19-C4-B0-45-AA-10","lat":40.7174599,"lon":23.044765}
{"firmware":"0.73","device":"76-18-3F-80-B6-A0","lat":-37.9625979,"lon":176.9852185}
{"firmware":"0.9.7","device":"FC-0F-EA-80-F9-D9","lat":-28.6903818,"lon":26.4577466}
{"firmware":"5.94","device":"DD-98-F7-9F-B8-D1","lat":-7.0215218,"lon":112.4798088}
{"firmware":"4.23","device":"AC-8F-43-87-44-2B","lat":22.781631,"lon":108.273158}
{"firmware":"9.1","device":"12-7B-E9-BD-86-21","lat":26.8035682,"lon":91.5039207}
{"firmware":"0.5.6","device":"70-F2-84-1D-FF-BB","lat":-8.6854551,"lon":115.2623991}
{"firmware":"0.34","device":"7E-F0-BD-EB-56-20","lat":-7.0511949,"lon":111.2517127}
{"firmware":"6.1","device":"F3-E7-4B-C1-6E-C9","lat":41.32042,"lon":22.53047}
{"firmware":"0.8.6","device":"0C-8A-14-10-A5-D4","lat":-29.6540396,"lon":-51.1848488}
{"firmware":"0.8.9","device":"A7-85-47-BD-C5-E3","lat":68.50472,"lon":112.4485}
{"firmware":"9.7.6","device":"99-56-73-82-29-64","lat":36.8915064,"lon":27.2877228}
{"firmware":"9.0","device":"F7-E3-88-70-B3-E1","lat":38.6244719,"lon":21.4095934}
{"firmware":"2.2","device":"EA-BC-76-6F-D0-88","lat":9.6840203,"lon":118.5427888}
{"firmware":"0.3.9","device":"00-35-11-E5-57-B0","lat":-8.8229,"lon":121.053}
{"firmware":"0.1.2","device":"56-8A-E9-00-73-0C","lat":15.38447,"lon":-61.344385}
{"firmware":"7.48","device":"9E-6B-6D-D2-10-28","lat":-3.32192,"lon":114.598171}
{"firmware":"0.68","device":"5B-25-8E-50-9E-AB","lat":-22.3664524,"lon":-47.1557087}
{"firmware":"3.7.0","device":"DF-4B-AC-B9-1F-70","lat":31.717564,"lon":119.382381}
{"firmware":"9.16","device":"90-AD-0C-AD-FE-8C","lat":-30.0758479,"lon":-51.1787781}
{"firmware":"0.7.1","device":"24-6A-33-E4-98-4B","lat":34.620202,"lon":112.453926}
{"firmware":"2.39","device":"1A-31-48-03-79-1C","lat":59.913104,"lon":10.7238941}
{"firmware":"7.86","device":"E2-71-75-11-0D-CF","lat":14.7596318,"lon":121.0589081}
{"firmware":"0.1.0","device":"B9-5B-97-38-41-88","lat":-7.2560353,"lon":106.5620398}
{"firmware":"2.0.4","device":"5E-76-4F-B0-4E-5B","lat":-6.1014059,"lon":106.6969285}
{"firmware":"0.12","device":"31-17-0F-3A-4E-A2","lat":10.335192,"lon":123.3262483}
{"firmware":"9.5.5","device":"6B-78-3D-70-EA-F8","lat":-14.1325,"lon":-73.268611}
{"firmware":"4.35","device":"7C-A0-FE-98-33-85","lat":1.0784436,"lon":34.1810057}
{"firmware":"3.3.1","device":"25-79-D8-9A-F1-06","lat":35.544405,"lon":129.3318295}
{"firmware":"5.7.0","device":"8C-21-CD-F2-2B-03","lat":22.9457326,"lon":112.3578078}
{"firmware":"0.6.1","device":"DF-0D-7B-82-B3-93","lat":-4.4898263,"lon":104.6412925}
{"firmware":"6.2","device":"D9-78-39-1B-BC-E0","lat":36.0456643,"lon":139.5598269}
{"firmware":"2.0","device":"AD-65-FA-B3-0C-FD","lat":-6.1513815,"lon":106.8915008}
{"firmware":"8.4","device":"28-49-21-E2-42-54","lat":-15.81644,"lon":-73.968712}
{"firmware":"0.9.2","device":"62-D5-5F-80-A2-21","lat":28.168408,"lon":120.482198}
{"firmware":"3.5.0","device":"51-C0-61-CB-97-5E","lat":49.4118611,"lon":16.4208386}
{"firmware":"1.07","device":"0F-D0-0B-8A-DF-86","lat":-32.9761161,"lon":-60.6550859}
{"firmware":"0.14","device":"4D-C0-34-B9-7A-2F","lat":-34.7903355,"lon":-56.3502545}
{"firmware":"0.14","device":"A2-CC-4C-1D-B4-D8","lat":-41.9430504,"lon":-71.5298386}
{"firmware":"0.5.5","device":"6C-27-82-85-94-EE","lat":23.1350488,"lon":113.29083}
{"firmware":"8.95","device":"8E-89-66-B4-95-D6","lat":-9.408551,"lon":119.3192266}
{"firmware":"6.9","device":"82-DB-00-BF-B9-A9","lat":-6.4185424,"lon":106.8502879}
{"firmware":"3.3.3","device":"67-1C-72-88-18-4A","lat":15.5211125,"lon":-86.2209316}
{"firmware":"4.34","device":"84-05-B4-7B-73-08","lat":1.4273554,"lon":31.3484448}
{"firmware":"5.6","device":"41-D2-05-8B-72-9D","lat":57.8352611,"lon":61.6978774}
{"firmware":"0.37","device":"23-28-03-18-FF-3F","lat":31.364042,"lon":108.520914}
{"firmware":"3.67","device":"92-EF-BF-B5-16-DA","lat":31.385597,"lon":120.980736}
{"firmware":"0.8.3","device":"A5-60-2B-61-3C-61","lat":6.1090652,"lon":102.133622}
{"firmware":"0.86","device":"A4-CC-E6-C3-B7-2E","lat":30.964593,"lon":120.780294}
{"firmware":"4.2.4","device":"B0-E1-2C-18-06-2D","lat":42.1608572,"lon":47.6332811}
{"firmware":"7.30","device":"FE-AB-3B-D2-E2-EC","lat":-7.1504031,"lon":-34.9625932}
{"firmware":"8.6.3","device":"B5-8E-FC-E5-FD-D5","lat":37.6364006,"lon":-7.984789}
{"firmware":"4.0","device":"9C-20-CB-1A-A7-32","lat":-7.0807005,"lon":112.39108}
{"firmware":"0.13","device":"27-E6-D2-17-31-9E","lat":14.283333,"lon":45.6}
{"firmware":"0.13","device":"8E-4F-7B-F0-E0-49","lat":28.39571,"lon":107.752611}
{"firmware":"0.8.9","device":"13-B9-BB-BB-B1-AA","lat":54.9377761,"lon":26.6910443}
{"firmware":"8.0.7","device":"FE-B2-40-D6-26-48","lat":9.541232,"lon":125.820626}
{"firmware":"3.3.7","device":"48-12-85-37-05-DA","lat":14.9327085,"lon":-88.7758503}
{"firmware":"0.6.0","device":"3A-85-D4-6B-28-9F","lat":56.6495031,"lon":12.7902265}
{"firmware":"0.3.0","device":"C3-AE-76-57-E2-F9","lat":-22.6053393,"lon":-46.914966}
{"firmware":"7.9","device":"23-4E-E5-D5-6E-FB","lat":9.329496,"lon":125.554433}
{"firmware":"0.84","device":"99-08-6B-25-F2-9E","lat":-7.262294,"lon":110.403477}
{"firmware":"9.8.9","device":"88-10-89-D7-7A-94","lat":48.0486753,"lon":38.45053}
{"firmware":"5.9.5","device":"82-58-5B-2C-1A-21","lat":-7.4565208,"lon":108.0272646}
{"firmware":"3.88","device":"77-2E-F6-50-00-45","lat":59.2931754,"lon":17.9862008}
{"firmware":"9.9.1","device":"C3-C2-73-90-97-6C","lat":48.3694747,"lon":34.4573326}
{"firmware":"8.34","device":"74-14-44-14-B1-FE","lat":37.347409,"lon":115.965874}
{"firmware":"0.26","device":"EF-C1-AE-EF-67-96","lat":-21.266667,"lon":46.983333}
{"firmware":"2.4","device":"77-49-FF-01-C2-73","lat":39.8314629,"lon":116.3220944}
{"firmware":"1.57","device":"BF-9C-A0-40-8E-A1","lat":44.1675867,"lon":2.0308233}
{"firmware":"7.9","device":"FA-9B-28-27-AE-C7","lat":29.731101,"lon":116.251947}
{"firmware":"1.3","device":"F4-32-DA-F9-17-F4","lat":13.8801742,"lon":121.2125126}
{"firmware":"1.90","device":"E2-2E-AE-52-C2-72","lat":26.201227,"lon":105.480028}
{"firmware":"9.0","device":"63-01-EB-61-F1-43","lat":32.934675,"lon":35.31652}
{"firmware":"0.27","device":"FF-A9-E5-0C-D5-10","lat":-32.9413658,"lon":-60.652833}
{"firmware":"3.3","device":"B2-87-AF-35-8E-25","lat":9.3172545,"lon":123.4102597}
{"firmware":"0.5.3","device":"03-05-05-C9-E8-A2","lat":-23.1330259,"lon":-47.048576}
{"firmware":"3.4.0","device":"1F-54-99-E5-76-A6","lat":-7.9839081,"lon":112.6213938}
{"firmware":"0.59","device":"A1-52-9A-1C-D2-DC","lat":40.4888987,"lon":-79.8900686}
{"firmware":"0.26","device":"2B-42-AD-22-A7-08","lat":27.932747,"lon":120.811213}
{"firmware":"6.3.7","device":"15-4B-78-2B-D3-69","lat":35.3042606,"lon":50.5006231}
{"firmware":"5.1.7","device":"EC-D4-41-42-CE-D8","lat":-6.7204,"lon":111.0994}
{"firmware":"3.9.2","device":"98-21-0E-26-DE-97","lat":58.8144355,"lon":40.7334111}
{"firmware":"3.1.7","device":"52-37-C7-57-6E-E5","lat":20.9334638,"lon":106.8414374}
{"firmware":"0.10","device":"DE-F3-A5-AA-B9-05","lat":35.5267333,"lon":135.8074728}
{"firmware":"0.8.1","device":"FC-E6-94-4B-73-31","lat":31.317494,"lon":119.276426}
{"firmware":"0.98","device":"BA-47-10-00-26-01","lat":48.8466523,"lon":2.2582125}
{"firmware":"0.6.6","device":"96-C8-EF-80-8F-E5","lat":2.8426922,"lon":117.2911248}
{"firmware":"0.15","device":"5B-80-6C-85-EC-31","lat":52.20307,"lon":17.48955}
{"firmware":"4.50","device":"97-48-09-D8-1C-A1","lat":23.090823,"lon":113.74595}
{"firmware":"4.5.4","device":"4D-5A-7F-7F-32-43","lat":45.5913301,"lon":-62.6451102}
{"firmware":"0.12","device":"B0-78-D9-A4-5A-38","lat":41.7186852,"lon":20.065066}
{"firmware":"0.1.2","device":"96-E3-C4-81-FB-A7","lat":-7.8225811,"lon":110.3615247}
{"firmware":"0.34","device":"B4-9A-82-94-AA-4C","lat":34.275,"lon":133.75}
{"firmware":"0.1.0","device":"9D-D6-F1-35-E1-A5","lat":48.835233,"lon":2.5198901}
{"firmware":"0.67","device":"4F-51-46-25-FA-0A","lat":61.3611476,"lon":15.9055746}
{"firmware":"8.24","device":"D8-6F-2D-7C-2D-71","lat":26.893368,"lon":112.572018}
{"firmware":"1.8","device":"6F-F0-0F-EE-76-80","lat":27.88157,"lon":102.267712}
{"firmware":"9.63","device":"B1-A2-51-8D-0A-76","lat":32.979258,"lon":114.890194}
{"firmware":"0.5.4","device":"10-9F-00-FE-FF-8C","lat":44.9981985,"lon":39.1148294}
{"firmware":"7.9.1","device":"38-59-44-DE-69-58","lat":10.2227095,"lon":12.051835}
{"firmware":"0.3.8","device":"E2-A6-7C-36-8F-B2","lat":6.9280156,"lon":79.8908308}
{"firmware":"6.5","device":"BB-DF-E2-7E-85-5E","lat":21.1665519,"lon":104.9894851}
{"firmware":"8.3.2","device":"0D-68-4E-77-00-01","lat":49.45218,"lon":-123.2376}
{"firmware":"0.45","device":"35-F2-79-35-56-86","lat":14.63333,"lon":-16.23333}
{"firmware":"0.4.6","device":"97-99-4A-5E-F2-18","lat":-22.8481591,"lon":-47.6063666}
{"firmware":"4.4","device":"A7-A1-6F-E0-42-6E","lat":7.9500846,"lon":-75.3594016}
{"firmware":"7.7.4","device":"07-FA-45-E7-81-F3","lat":22.265811,"lon":113.543784}
{"firmware":"0.3.1","device":"C2-E9-D5-A4-F3-24","lat":50.4065746,"lon":14.044039}
{"firmware":"5.2","device":"E7-D4-05-7C-84-10","lat":41.1266172,"lon":23.3819761}
{"firmware":"0.21","device":"39-32-15-59-6A-D2","lat":-8.7817434,"lon":117.1147095}
{"firmware":"0.91","device":"99-E9-3A-E9-1A-E3","lat":-8.6793,"lon":122.3355}
{"firmware":"2.45","device":"BD-6D-0C-66-D0-BA","lat":13.4570619,"lon":123.6791749}
{"firmware":"0.38","device":"1F-D5-52-18-F8-3C","lat":-24.7592533,"lon":-51.7601166}
{"firmware":"1.0.8","device":"98-E8-27-81-55-4A","lat":-8.3482,"lon":114.2281}
{"firmware":"4.90","device":"D1-27-5F-32-D4-89","lat":43.4945737,"lon":5.8978018}
{"firmware":"6.9","device":"59-89-0B-60-5C-AC","lat":10.2583233,"lon":123.8363399}
{"firmware":"6.3","device":"F5-F8-13-8A-6D-06","lat":9.2485489,"lon":12.4495221}
{"firmware":"9.6.8","device":"AB-17-F9-62-5D-C9","lat":32.200197,"lon":118.41697}
{"firmware":"0.87","device":"D2-16-3F-C0-25-53","lat":48.8255395,"lon":16.8482236}
{"firmware":"0.8.4","device":"FA-6F-96-D3-C0-19","lat":1.6832081,"lon":101.4537902}
{"firmware":"5.10","device":"FA-B6-BA-5B-13-0A","lat":40.3753959,"lon":-7.8270679}
{"firmware":"9.9.9","device":"25-F2-BC-3A-43-95","lat":18.2382167,"lon":-72.0690372}
{"firmware":"0.36","device":"14-BB-70-A1-4B-62","lat":41.7195748,"lon":21.7669761}
{"firmware":"0.4.0","device":"0C-7A-38-F7-E3-B9","lat":41.240005,"lon":-7.3038414}
{"firmware":"0.12","device":"66-36-E3-E2-5D-76","lat":38.487193,"lon":106.230908}
{"firmware":"0.5.7","device":"E8-B3-EB-29-EA-B3","lat":-6.3007596,"lon":106.8329412}
{"firmware":"5.3.7","device":"50-76-84-BD-D3-F4","lat":57.0237445,"lon":24.0385876}
{"firmware":"0.60","device":"3B-3A-03-42-1B-1B","lat":40.7408774,"lon":24.5772111}
{"firmware":"2.2","device":"AB-BA-3B-3B-75-DC","lat":48.8134287,"lon":7.7825969}
{"firmware":"9.1","device":"6F-69-7D-79-B8-3D","lat":50.1242949,"lon":19.8106779}
{"firmware":"0.86","device":"22-02-27-F9-04-1F","lat":24.4670098,"lon":118.0855763}
{"firmware":"8.2.6","device":"59-C7-DD-19-BC-1E","lat":13.794468,"lon":100.327706}
{"firmware":"0.14","device":"F6-B4-72-C2-2F-18","lat":-0.8208263,"lon":131.5612423}
{"firmware":"0.21","device":"08-62-31-BF-A9-20","lat":45.1934857,"lon":5.7218985}
{"firmware":"0.55","device":"9B-96-74-C1-CD-05","lat":40.3829273,"lon":-8.7241528}
{"firmware":"8.8.5","device":"B3-9B-0A-E6-C4-68","lat":63.7776136,"lon":20.3023185}
{"firmware":"0.1.7","device":"9C-3F-29-57-20-12","lat":-38.8248331,"lon":-68.0677378}
{"firmware":"4.47","device":"21-BD-99-3B-18-9E","lat":-19.1054879,"lon":33.4607744}
{"firmware":"9.8.9","device":"9D-14-5D-81-11-AD","lat":32.47304,"lon":35.0936}
{"firmware":"0.19","device":"C3-8E-D6-14-5E-6A","lat":31.050715,"lon":118.858949}
{"firmware":"4.48","device":"4E-47-8A-F4-AA-F8","lat":35.89222,"lon":14.51833}
{"firmware":"7.25","device":"BB-EF-34-EE-FA-01","lat":30.833079,"lon":115.274798}
{"firmware":"6.09","device":"B6-8B-C0-29-D8-23","lat":7.6738908,"lon":36.8357927}
{"firmware":"7.7","device":"6E-73-37-63-B9-C5","lat":-7.5450262,"lon":111.6556388}
{"firmware":"0.96","device":"1A-21-87-CD-78-B8","lat":31.784791,"lon":119.320063}
{"firmware":"9.44","device":"08-9D-4C-7E-B6-AB","lat":36.783333,"lon":66.65}
{"firmware":"0.7.3","device":"78-90-08-98-1C-AB","lat":30.72265,"lon":109.787541}
{"firmware":"6.7.2","device":"CF-32-D8-07-29-48","lat":53.0249087,"lon":23.0202458}
{"firmware":"6.45","device":"C9-4F-8A-CE-C9-54","lat":33.8297993,"lon":46.3073161}
{"firmware":"0.40","device":"1C-F2-EF-9D-F7-B6","lat":-13.5066591,"lon":-71.9927391}
{"firmware":"8.02","device":"98-89-C7-E5-A1-BD","lat":39.401147,"lon":113.115161}
{"firmware":"2.2","device":"37-0F-0F-E7-DF-3F","lat":-7.221562,"lon":111.759598}
{"firmware":"6.3","device":"C2-45-D5-93-99-48","lat":-8.264058,"lon":112.9475835}
{"firmware":"0.4.2","device":"7A-66-9F-E1-74-CA","lat":67.3340943,"lon":14.4227656}
{"firmware":"0.23","device":"3A-44-29-16-C8-D6","lat":37.8234119,"lon":140.9686224}
{"firmware":"0.1.1","device":"F7-A9-C8-70-F4-46","lat":16.360983,"lon":119.843271}
{"firmware":"3.6","device":"9D-E9-4C-64-49-77","lat":49.2099156,"lon":17.5307761}
{"firmware":"0.54","device":"CC-26-00-23-AC-6E","lat":-12.0950161,"lon":-77.0266968}
{"firmware":"4.9","device":"62-2E-19-63-BB-B6","lat":52.3648742,"lon":17.4133285}
{"firmware":"0.4.1","device":"28-A5-6A-1C-F1-58","lat":11.3535316,"lon":162.3442197}
{"firmware":"0.89","device":"10-78-AB-EA-3B-47","lat":25.2898918,"lon":32.5522304}
{"firmware":"6.46","device":"4D-07-76-7D-4B-DC","lat":36.1457192,"lon":-86.8066559}
{"firmware":"0.8.0","device":"74-54-F1-2D-21-39","lat":45.4289588,"lon":-73.8689881}
{"firmware":"2.9.5","device":"23-97-1D-92-9C-13","lat":27.804365,"lon":120.738172}
{"firmware":"4.5.8","device":"CB-6B-F6-ED-6B-00","lat":58.1531344,"lon":8.079923}
{"firmware":"0.71","device":"14-1C-46-73-09-CB","lat":-6.8497345,"lon":106.8738909}
{"firmware":"6.1","device":"8B-29-80-9F-49-5E","lat":31.1655344,"lon":121.6793537}
{"firmware":"5.0","device":"A2-71-16-C9-67-B1","lat":-8.2104974,"lon":114.9671388}
{"firmware":"0.5.1","device":"F8-04-4A-05-B2-D3","lat":32.129766,"lon":107.249131}
{"firmware":"0.17","device":"CF-FC-BE-FE-88-6F","lat":-25.3907214,"lon":-51.4628097}
{"firmware":"7.9","device":"9E-03-EF-7E-2F-30","lat":28.0093247,"lon":120.6569721}
{"firmware":"0.9.1","device":"C5-08-BF-FD-AF-7A","lat":4.0627144,"lon":-75.1285712}
{"firmware":"0.1.8","device":"50-31-58-15-45-2C","lat":48.3343908,"lon":24.8195808}
{"firmware":"0.8.5","device":"08-4A-02-A2-97-2C","lat":30.475663,"lon":-87.193563}
{"firmware":"1.2","device":"4E-4B-5A-CB-15-AF","lat":13.6192978,"lon":44.3668052}
{"firmware":"8.80","device":"5F-D3-81-67-4C-BE","lat":35.9613724,"lon":50.6845648}
{"firmware":"8.31","device":"43-1E-77-5F-9F-DE","lat":29.866917,"lon":118.403786}
{"firmware":"1.29","device":"29-AC-F3-9E-1A-4B","lat":-8.5111152,"lon":118.4163103}
{"firmware":"6.84","device":"52-07-4E-91-42-C5","lat":-7.8880228,"lon":114.2152731}
{"firmware":"0.91","device":"E4-AE-C0-1C-0F-EA","lat":-6.2271384,"lon":106.7968708}
{"firmware":"0.3.0","device":"8B-95-66-70-FA-9F","lat":61.065764,"lon":68.4954039}
{"firmware":"9.6","device":"26-B5-65-6B-53-A6","lat":40.039342,"lon":116.260921}
{"firmware":"4.7.0","device":"7D-C4-D8-FD-A7-83","lat":23.436592,"lon":115.836219}
{"firmware":"0.3.0","device":"5A-05-47-FA-6B-48","lat":34.6816856,"lon":126.9069278}
{"firmware":"9.31","device":"2B-36-72-CA-FB-50","lat":15.6286312,"lon":121.0607193}
{"firmware":"3.5","device":"16-38-2F-11-8A-02","lat":37.358,"lon":112.335468}
{"firmware":"0.3.0","device":"54-1C-34-FD-13-78","lat":23.636404,"lon":111.658698}
{"firmware":"8.0.7","device":"3D-C1-97-4D-F3-72","lat":16.9022,"lon":121.76191}
{"firmware":"0.7.0","device":"2C-C9-82-31-54-6C","lat":35.1899597,"lon":25.7164166}
{"firmware":"0.42","device":"74-DB-75-CA-14-48","lat":31.364902,"lon":108.249509}
{"firmware":"3.1.1","device":"03-0C-A7-3F-A5-AC","lat":48.6329614,"lon":35.2241571}
{"firmware":"9.8","device":"21-E8-8B-ED-CF-A7","lat":-7.783297,"lon":110.363649}
{"firmware":"8.92","device":"29-2A-53-E1-95-73","lat":-7.9553448,"lon":112.649662}
{"firmware":"5.93","device":"7F-F5-99-30-74-80","lat":10.6149654,"lon":47.3657603}
{"firmware":"0.25","device":"EF-6B-71-A8-B5-B6","lat":57.7385277,"lon":12.0633439}
{"firmware":"2.2.4","device":"CB-E5-E3-E7-08-E5","lat":49.1169513,"lon":101.449837}
{"firmware":"0.57","device":"69-07-80-65-8D-EA","lat":31.026394,"lon":103.757315}
{"firmware":"6.39","device":"CF-68-DF-B8-54-7B","lat":-8.1714502,"lon":114.2806558}
{"firmware":"0.4.3","device":"EE-03-B6-63-8B-F9","lat":13.6579053,"lon":102.5809026}
{"firmware":"5.92","device":"C8-AE-0E-15-C0-A1","lat":51.64438,"lon":22.561217}
{"firmware":"3.1.1","device":"F9-52-97-F8-2B-A3","lat":36.87468,"lon":106.451871}
{"firmware":"0.3.8","device":"79-CD-EF-59-70-EE","lat":54.4168102,"lon":27.2930165}
{"firmware":"0.7.4","device":"38-17-81-B9-3A-C3","lat":32.6480275,"lon":-16.9417632}
{"firmware":"1.8.9","device":"BF-B0-3B-9F-F9-76","lat":42.4865907,"lon":26.5331057}
{"firmware":"3.8.7","device":"08-8A-8A-30-3F-BC","lat":57.9282881,"lon":30.7057423}
{"firmware":"0.44","device":"CC-D9-60-EE-E3-B3","lat":59.0433753,"lon":15.8709393}
{"firmware":"9.55","device":"F8-08-E2-F2-1C-91","lat":59.4989642,"lon":24.836672}
{"firmware":"0.94","device":"89-46-44-EF-7E-47","lat":-12.48564,"lon":-75.188667}
{"firmware":"4.2.2","device":"D4-AB-30-CB-17-48","lat":55.6583701,"lon":39.8653499}
{"firmware":"7.39","device":"61-9F-B0-CA-BB-BF","lat":39.7383486,"lon":-8.9107106}
{"firmware":"3.0.9","device":"07-FD-F7-37-DE-B0","lat":53.5659675,"lon":15.28454}
{"firmware":"0.9.3","device":"10-8E-9C-F5-38-8C","lat":59.1477457,"lon":10.1916192}
{"firmware":"4.98","device":"9D-2E-B4-16-DB-91","lat":29.866917,"lon":118.403786}
{"firmware":"7.2","device":"57-0E-FD-B2-9B-3D","lat":53.5659675,"lon":15.28454}
{"firmware":"4.3","device":"90-D0-02-B3-E6-8D","lat":56.3815664,"lon":13.9920633}
{"firmware":"8.1","device":"E0-9B-A3-EB-45-61","lat":51.349366,"lon":9.7730968}
{"firmware":"0.14","device":"42-62-98-F7-F8-23","lat":40.417358,"lon":117.500558}
{"firmware":"0.67","device":"30-CE-0F-3F-36-4B","lat":13.97491,"lon":99.636919}
{"firmware":"0.77","device":"05-13-DA-DA-B2-D8","lat":31.364902,"lon":108.249509}
{"firmware":"8.06","device":"34-37-4F-07-52-1E","lat":13.559532,"lon":123.2715608}
{"firmware":"0.7.0","device":"F4-D0-57-86-7B-6A","lat":17.3378289,"lon":121.759491}
{"firmware":"8.89","device":"59-9C-0E-53-22-AB","lat":-12.0950161,"lon":-77.0266968}
{"firmware":"4.0","device":"C6-44-4C-04-3A-36","lat":3.5399846,"lon":39.0528407}
{"firmware":"1.92","device":"36-56-20-98-98-2F","lat":39.9338165,"lon":69.5678329}
{"firmware":"0.34","device":"7D-3F-72-D8-44-60","lat":38.3613687,"lon":140.2790754}
{"firmware":"6.2","device":"AF-6A-AB-96-52-7E","lat":53.7667424,"lon":91.3992147}
{"firmware":"5.16","device":"C2-CA-56-35-96-CB","lat":-32.8676273,"lon":-68.8225775}
{"firmware":"0.5.0","device":"D9-E0-4C-18-91-14","lat":43.3911349,"lon":42.9174509}
{"firmware":"6.9.7","device":"24-4B-10-28-7C-BC","lat":45.0169373,"lon":39.1009227}
{"firmware":"6.02","device":"C7-43-70-4D-6C-29","lat":51.2383684,"lon":22.235175}
{"firmware":"0.2.2","device":"8A-E2-63-90-DE-3B","lat":14.5634196,"lon":121.0307955}
{"firmware":"3.6","device":"3E-C2-8B-DA-32-25","lat":24.7242467,"lon":56.4607919}
{"firmware":"0.6.6","device":"53-2F-E9-A6-88-23","lat":-8.4635,"lon":115.0159}
{"firmware":"0.92","device":"FD-47-5F-DC-13-36","lat":-10.5086496,"lon":-37.4467952}
{"firmware":"4.40","device":"EB-FB-80-1A-F4-DE","lat":40.5126881,"lon":-8.1587128}
{"firmware":"0.7.7","device":"36-4C-FD-29-71-DF","lat":48.6047256,"lon":2.430785}
{"firmware":"0.3.1","device":"78-F7-EB-23-B9-D0","lat":56.4459712,"lon":39.6602235}
{"firmware":"3.77","device":"1C-D0-C4-FB-0B-00","lat":39.46662,"lon":112.094594}
{"firmware":"0.2.3","device":"D9-FB-DA-90-F0-78","lat":30.862289,"lon":103.915953}
{"firmware":"0.99","device":"E1-6B-AE-C1-2E-6C","lat":55.0385549,"lon":55.9861219}
{"firmware":"9.40","device":"77-D4-7D-72-A3-04","lat":37.2719952,"lon":127.4348221}
{"firmware":"9.7","device":"3B-C3-CD-6A-F6-EC","lat":40.5544993,"lon":-7.9843201}
{"firmware":"7.0","device":"AA-E5-47-38-F8-65","lat":41.2867601,"lon":110.2374621}
{"firmware":"8.55","device":"BE-3D-2F-A1-57-AE","lat":30.839274,"lon":104.406708}
{"firmware":"4.3.0","device":"FD-9A-AE-64-B4-FD","lat":22.720974,"lon":114.246899}
{"firmware":"0.63","device":"D4-C2-F8-F4-D9-CD","lat":51.9560027,"lon":5.9280255}
{"firmware":"0.3.9","device":"11-C1-72-AF-DD-6A","lat":43.4945737,"lon":5.8978018}
{"firmware":"0.9.0","device":"07-57-63-07-A9-B5","lat":60.3516509,"lon":5.3427677}
{"firmware":"0.3.6","device":"C2-7A-9B-B1-05-CA","lat":-3.0114,"lon":133.7626}
{"firmware":"0.6.5","device":"9E-A8-45-37-5E-4C","lat":-8.6436289,"lon":122.1235054}
{"firmware":"6.4.9","device":"26-6F-3B-CF-AF-B7","lat":59.94043,"lon":30.2813321}
{"firmware":"8.7","device":"F1-98-F8-4A-A9-17","lat":-21.8239574,"lon":-47.2484692}
{"firmware":"2.28","device":"22-A6-82-52-65-61","lat":47.4303768,"lon":34.6147082}
{"firmware":"0.8.5","device":"0A-21-DC-40-EB-EF","lat":55.536259,"lon":37.5985159}
{"firmware":"1.02","device":"BF-BE-5B-CD-78-C5","lat":-36.5951114,"lon":-61.7625424}
{"firmware":"0.31","device":"AC-0A-29-2A-DC-39","lat":21.0180725,"lon":105.8299495}
{"firmware":"0.7.0","device":"E5-72-C7-C1-1A-4D","lat":28.159141,"lon":115.771093}
{"firmware":"0.95","device":"A2-B3-13-7C-A5-C0","lat":-5.0424945,"lon":32.8197329}
{"firmware":"7.7.1","device":"24-97-20-87-32-8C","lat":-3.3339824,"lon":-58.5543821}
{"firmware":"4.1.8","device":"69-81-E5-00-61-1E","lat":53.0249087,"lon":23.0202458}
{"firmware":"7.4.2","device":"B2-F3-3D-E9-60-80","lat":15.0431944,"lon":108.5700636}
{"firmware":"0.70","device":"39-28-ED-A4-FD-EA","lat":-8.3422456,"lon":122.9705266}
{"firmware":"9.36","device":"74-12-C6-48-54-DA","lat":28.2281301,"lon":112.9884237}
{"firmware":"2.82","device":"5C-9D-69-8E-5B-CC","lat":34.8554595,"lon":35.8586671}
{"firmware":"2.7.1","device":"23-03-5B-0D-9C-97","lat":16.004175,"lon":120.7806412}
{"firmware":"0.9.0","device":"16-F8-A7-0D-7D-A4","lat":53.7942932,"lon":-8.7683674}
